FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE,INGRESO_MENSUAL_CLIENTE
20210107,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,INTERBANK,BANCO,248234.04,29246.86,240,7.3,292468.5,20230811,6565.031401876473
20210107,NCMV,PUNO,SAN ROMAN,JULIACA,211101,CMAC HUANCAYO,CMAC,65000.0,40000.0,120,13.99,125000.0,20230811,3362.803478108616
20210107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,92500.0,12500.0,120,9.2,125000.0,20230811,3939.288254020475
20210107,NCMV,ANCASH,SANTA,CHIMBOTE,21801,CREDITO,BANCO,71280.0,30692.0,120,7.5,126972.0,20230811,2820.35403466787
20210107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,362880.0,40320.0,240,6.99,403200.0,20230811,9370.75664681647
20210107,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,201731.0,40000.0,240,7.1,256731.0,20230811,5253.833814051366
20210107,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,INTERBANK,BANCO,112181.54,20929.06,132,8.9,150000.0,20230811,4451.97898952846
20210107,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,145432.25,29775.0,240,8.0,198500.0,20230811,4054.845374129168
20210107,NCMV,CALLAO,CALLAO,CALLAO,70101,INTERBANK,BANCO,140735.75,28946.25,240,8.3,192975.0,20230811,4011.9384303211596
20210107,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,127123.0,26546.0,168,8.2,176969.0,20230811,4248.906828724038
20210107,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,90191.0,12799.0,120,8.2,127990.0,20230811,3679.4012262403326
