FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE,INGRESO_MENSUAL_CLIENTE
20220107,NCMV,SAN MARTIN,PICOTA,PICOTA,220701,CMAC MAYNAS,CMAC,35400.0,5000.0,120,12.0,65000.0,20230811,1692.9571911505307
20220107,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,36650.0,50.0,120,13.89,74000.0,20230811,1888.766655882984
20220107,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,94100.0,13000.0,108,10.7,131000.0,20230811,4535.784216606154
20220107,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,44530.0,4370.0,180,18.5,87400.0,20230811,2443.989504832986
20220107,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,70390.0,14000.0,300,7.99,109990.0,20230811,1809.3840686118529
20220107,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,73390.0,11000.0,240,7.99,109990.0,20230811,2044.6889954359233
20220107,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,40410.0,6790.0,180,13.0,85700.0,20230811,1704.2811993247647
20220107,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,39043.0,8157.0,120,13.0,85700.0,20230811,1943.17974031027
20220107,FCTP,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,41900.0,5300.0,120,13.0,85700.0,20230811,2085.3733350152484
20220107,NCMV,LIMA,LIMA,BARRANCO,150104,SCOTIABANK,BANCO,333000.0,37000.0,300,7.1,370000.0,20230811,7916.200890653962
20220107,NCMV,LIMA,LIMA,COMAS,150110,SCOTIABANK,BANCO,252170.0,29730.0,240,7.1,297300.0,20230811,6567.455041066236
20220107,NCMV,LIMA,LIMA,COMAS,150110,SCOTIABANK,BANCO,171040.0,21660.0,240,7.8,216600.0,20230811,4698.104141667521
20220107,NCMV,LA LIBERTAD,VIRU,CHAO,131202,CONTINENTAL,BANCO,52799.0,10000.0,240,10.5,87399.0,20230811,1757.115321736744
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,84500.0,15000.0,156,9.5,120000.0,20230811,3150.6450073235546
20220107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,157910.0,50990.0,180,7.35,224300.0,20230811,4834.724897614149
20220107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,357660.0,39740.0,240,7.35,397400.0,20230811,9495.231124129456
20220107,NCMV,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,242956.81,45590.24,240,8.3,303934.95,20230811,6925.94286062522
20220107,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,148600.0,31100.0,192,8.05,198500.0,20230811,4596.003320017961
20220107,NCMV,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,INTERBANK,BANCO,163238.15,35970.0,228,9.0,218000.0,20230811,4989.0844508438195
20220107,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,187559.35,22550.0,240,8.0,225500.0,20230811,5229.40518847899
20220107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,114700.0,15400.0,300,7.5,154000.0,20230811,2825.409603112273
20220107,NCMV,AREQUIPA,AREQUIPA,YURA,40128,CONTINENTAL,BANCO,93415.0,20000.0,201,8.5,137315.0,20230811,2909.8848672693175
20220107,FCTP,LIMA,LIMA,LURIN,150119,INTERBANK,BANCO,47962.35,21200.0,240,15.0,106000.0,20230811,2105.210761212475
20220107,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,316800.0,35200.0,300,7.1,352000.0,20230811,7531.088414892419
20220107,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,175575.0,46469.0,180,9.5,232344.0,20230811,6111.324956460343
20220107,NCMV,LIMA,LIMA,EL AGUSTINO,150111,CREDITO,BANCO,370685.0,65415.0,280,9.3,436100.0,20230811,10822.044557215686
20220107,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,295290.0,52110.0,240,8.1,347400.0,20230811,8294.443419245046
20220107,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,269720.0,31680.0,240,7.1,316800.0,20230811,7024.523034763792
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,103200.0,20000.0,142,10.1,142000.0,20230811,4160.984330782416
20220107,NCMV,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CONTINENTAL,BANCO,104110.0,22590.0,120,7.6,150600.0,20230811,4137.482001280758
20220107,NCMV,LIMA,LIMA,SURQUILLO,150141,INTERBANK,BANCO,243530.32,45691.44,240,7.75,304609.61,20230811,6664.195551362253
20220107,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,125010.4,37227.6,240,8.2,186138.0,20230811,3537.502249465133
20220107,NCMV,SAN MARTIN,SAN MARTIN,MORALES,220910,CMAC MAYNAS,CMAC,116200.0,15000.0,240,12.0,150000.0,20230811,4264.87362402629
20220107,NCMV,SAN MARTIN,PICOTA,PICOTA,220701,CMAC MAYNAS,CMAC,22400.0,18000.0,60,12.0,65000.0,20230811,1660.9187604726653
20220107,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,92100.0,15000.0,180,10.7,131000.0,20230811,3431.738538727188
20220107,FCTP,ICA,ICA,ICA,110101,CMAC ICA,CMAC,44530.0,4370.0,60,13.5,87400.0,20230811,3415.4281437732684
20220107,FCTP,ICA,ICA,LOS AQUIJES,110103,CMAC ICA,CMAC,39590.0,4110.0,72,13.5,82200.0,20230811,2684.065041367473
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,111700.0,14500.0,144,9.12,145000.0,20230811,4262.4704417706025
20220107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,262244.11,30573.0,240,8.2,305727.0,20230811,7420.89561375679
20220107,NCMV,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,164676.2,20952.0,240,7.7,209520.0,20230811,4489.438430993053
20220107,NCMV,LIMA,LIMA,SURQUILLO,150141,INTERBANK,BANCO,268467.41,31567.1,240,7.75,315421.11,20230811,7346.597825715279
20220107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,223111.15,26500.0,240,8.0,265000.0,20230811,6220.636856640387
20220107,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,80496.0,19894.0,120,7.5,125990.0,20230811,3185.0058694532104
20220107,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,49600.0,13094.0,120,10.7,87294.0,20230811,2249.481199898193
20220107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,301815.0,33535.0,300,7.37,335350.0,20230811,7349.7585616754
20220107,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,355500.0,39500.0,240,6.99,395000.0,20230811,9180.18074278895
20220107,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,275390.0,32310.0,240,7.6,323100.0,20230811,7451.308702034047
20220107,FCTP,ANCASH,CASMA,COMANDANTE NOEL,20803,CMAC MAYNAS,CMAC,27300.0,200.0,72,14.03,65000.0,20230811,1876.5844335868178
20220107,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,43900.0,5000.0,120,13.0,87400.0,20230811,2184.9138283333987
20220107,FCTP,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CONTINENTAL,BANCO,35790.0,13110.0,120,13.0,87400.0,20230811,1781.277127928299
20220107,NCMV,LIMA,LIMA,SAN MIGUEL,150136,SCOTIABANK,BANCO,153153.4,19672.6,240,8.8,196726.0,20230811,4527.74341847427
20220111,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,110100.0,15000.0,120,7.5,149000.0,20230811,4356.35492728581
20220111,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,166460.0,71340.0,240,8.0,237800.0,20230811,4641.127129488414
20220111,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,82400.0,12000.0,120,8.2,120000.0,20230811,3361.562251690339
20220111,NCMV,LIMA,LIMA,SAN LUIS,150134,CREDITO,BANCO,335680.0,83920.0,240,9.85,419600.0,20230811,10686.983678840817
20220111,FCTP,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,CMAC MAYNAS,CMAC,36650.0,50.0,180,13.0,74000.0,20230811,1545.704181025801
