FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE,INGRESO_MENSUAL_CLIENTE
20240117.0,NMIV,LIMA,LIMA,LIMA,150101.0,Credito,Banco,243620.0,28480.0,180.0,9.8,284800.0,20250108.0,8627.419267567288
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,249900.0,36800.0,300.0,9.5,299400.0,20250108.0,7277.89318498943
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,120790.0,16200.0,192.0,9.4,161990.0,20250108.0,4062.0042325282143
20240125.0,NMIV,PIURA,PIURA,26 DE OCTUBRE,200115.0,Financiera Efectiva S. A,Financiera,118000.0,18000.0,300.0,9.4,161000.0,20250108.0,3409.238027610356
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,236400.0,30000.0,180.0,8.9,279100.0,20250108.0,7945.6121729661745
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,137270.0,18030.0,204.0,8.9,180300.0,20250108.0,4359.072779609339
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,120790.0,16200.0,120.0,9.4,161990.0,20250108.0,5187.957850050026
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,130925.0,17325.0,276.0,8.9,173250.0,20250108.0,3720.841038760028
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,140792.0,18422.0,240.0,8.9,184214.0,20250108.0,4192.33832833576
20240125.0,NMIV,LIMA,LIMA,COMAS,150110.0,Financiera Efectiva S. A,Financiera,143455.75,18718.0,240.0,8.9,187173.75,20250108.0,4271.656338038757
20240125.0,NMIV,LIMA,LIMA,CHORRILLOS,150108.0,Scotiabank,Banco,202300.0,70000.0,300.0,8.55,285000.0,20250108.0,5452.654852071034
20240125.0,NMIV,LIMA,LIMA,BRENIA,150105.0,Scotiabank,Banco,277668.0,53500.0,300.0,8.55,343868.0,20250108.0,7484.072009218288
20240125.0,NMIV,LIMA,LIMA,SANTA ANITA,150137.0,Scotiabank,Banco,214700.0,90000.0,216.0,9.1,312000.0,20250108.0,6746.591468930771
20240125.0,NMIV,HUANUCO,HUANUCO,PILLCO MARCA,100111.0,CMAC Cusco,CMAC,128400.0,12000.0,130.0,13.89,160000.0,20250108.0,6384.151960135294
20240126.0,NMIV,LIMA,LIMA,JESUS MARIA,150113.0,BANBIF,Banco,251200.0,80000.0,240.0,9.5,343900.0,20250108.0,7805.045146126021
20240126.0,NMIV,LIMA,LIMA,JESUS MARIA,150113.0,BANBIF,Banco,231200.0,100000.0,240.0,9.3,343900.0,20250108.0,7083.27359659504
20240109.0,NMIV,LIMA,LIMA,LIMA,150101.0,Continental,Banco,187300.0,55000.0,300.0,8.8,255000.0,20250108.0,5154.142610422168
